message_clean,sentimen
yo al in alter ego ato koh kokh juara koh,positive
onik juara,positive
kingdom jahat mingood tidakmeir dulu,negative
epos is bakk,negative
welcome tu isbacnk evos fans liquid id selamat datang digoa face blue smiling,neutral
belum bangun playernya,negative
tara didinu mpl,neutral
alter ego onic apa,negative
langsung aja kasi alter ego pialanya,neutral
alter ego player ph goo,negative
tapi lebih good tidakme kalau alter ego,positive
timnya tidak lolos playoff sekarang malah ngehina mpl id tertawa cat with tears of joy,negative
se,negative
goo onic,positive
rrq januari ready to m speaking head,neutral
onic sak no,positive
aku dukung onic si tapi liat perjuantidakn alter ego kek nya alter ego menang,negative
indo pride,positive
bismilah onic menang,positive
kyrex,negative
bismillah onic menang alloh,positive
semotidak onic menang allha,positive
onic alter ego apa,negative
pleading face bude aw,positive
geek fam,positive
ayo alter ego juara,negative
landak jadi badut m,negative
alter ego alter ego alter ego alter ego,negative
penontonya sepi rolling on the floor laughing rolling on the floor laughing no rrq no beras,neutral
alter ego ai love you,negative
yok yok onic clean swap,neutral
goo onic time,positive
hidup alter ego,negative
onic mau menang mulu tidak muak apa,negative
tidak rrq rame aja playoff,neutral
kata lucu evos is back,positive
alter ego oni,negative
tidak nyantidaka alter ego finall,negative
alter ego juara mpl s,negative
push rank ajalah lamax,negative
penghuni goa asli pulang kemarin face with tears of joy rolling on the floor laughing,neutral
lebih rame tidakda rrq,negative
mainkan savero face red droopy eyes,neutral
onic onic sonic sonic,positive
jantidakn block gw tidak toxic,positive
kata lucu playoff sepi,negative
bismillah alter ego,negative
alter ego jago,negative
alter ego,negative
yareuu,positive
sih jadwalmya pas sholat magrib mulu,negative
gc bang,positive
ayo kairi pleading face menang,neutral
kata lucu evos goto m bawa pulang piala,neutral
ayo bawa nex m,neutral
rrq sanji datang sang ceo klarifikasi senang tidaktidakl playoff ditendang face blue smiling,negative
jt alter ego,negative
kasian kasih alter ego aja,negative
ayoo onic,positive
savero skypler,positive
onif dm,neutral
folded hands onic juara,positive
gbu onic smiling face with halo smiling face with halo,positive
ouh,negative
alter igo gogogood tidakme,negative
onic bantai bantai face fuchsia tongue out,negative
yuiijjhu,positive
gua onic tapi gua dukung alter ego,negative
mana wa mu,negative
rrq main kapan,positive
loudly crying face loudly crying face loudly crying face,negative
goo onic,positive
kasi aja kin rrq,neutral
alter ego full indo kerenn,positive
epos is bak,positive
alter ego menang lah onic mulu anj,negative
kalau onic jadi badut m terus tim lu tidak lolos playoff apa cat with tears of joy,negative
tetap rrq,positive
onic apa alter ego nih ges,negative
rrq main kapan,positive
sapa hayo menangood tidakme,negative
semantidakt onic,negative
ar ar qiu main kapan,neutral
pleading face tolongs kairi menang,neutral
rrq malter egon jm brapa,negative
rrq onic,positive
menang alter ego ni,negative
ipos is bak,neutral
gua percaya sama lu alter ego,positive
tolongs onic mng,negative
bismilahh onic,positive
rrq kapan,negative
pengen alter ego juara tapi sisi mau lihat bangler juara,negative
liquid team flexed biceps but onic id is prime start now shushing face,neutral
ayoo alter ego antidakat piala alter ego,negative
onic goo,negative
onic otww juaraa kidss,positive
kesempatan buat alter ego dpt piala bismillah,positive
v,negative
onic timee,positive
lihat,positive
king alter ego nih boss,negative
evos evos evos,negative
rrq juara brapa tidakes,positive
kasi alter ego meanang lah bosen onic mulu,negative
alter ego jendol,negative
onic main kakek aja,negative
dapet jalur undantidakn mana nih,neutral
onic ngecheat,negative
onic putraa,neutral
alter ego juara percaxa gw,negative
onic bantai bantai face fuchsia tongue out cat orange whistling,neutral
gua onic sejuta aja wa,negative
lamawaawaa,positive
rrq juara lomba sendok,neutral
november n nya apa,neutral
onic kuat banget tapi alter ego hero pool nya banyak final bakal seru face fuchsia wide eyes,positive
alter ego mengukir sejarah,negative
alter ego juara percaya dah,negative
air air apa tidak lolos playoff face with hand over mouth,neutral
isikan alter ego antidakat piala trophy,negative
lucu banget bilang evos is back,negative
kebanyakan iklan mmk,negative
rrq jokowi,positive
onic darksistem loudly crying face,negative
onic onic onic,positive
nic alter ego,negative
red heart alter ego kalah menang udah biasa penting usaha person gesturing no,neutral
onic jt,positive
gua yakin alter ego is back les go,positive
air air que,positive
feeling ku alter ego ngood tidakmea sih,negative
goo onic,positive
pengen liat albert vs skylar grandfinal tapi nino keren loyal jutidak layak grandfinal,positive
onic fixx juara,neutral
alter ego tidaksaakk,negative
onic yes,positive
bismillah pila punya alter ego hari amin,neutral
siapapun juara dukung indonesia m,positive
king onic antidakat piala face fuchsia tongue out cat orange whistling face blue wide eyes,neutral
semotidak onic menang,negative
gue petidakng onic kalau tidak,negative
onic goo goo,negative
alter egoo go go goo,neutral
alter ego bot,negative
kasih aja piala nya onic,neutral
onic juaraa tandainn guaa,positive
nonton kebanyakan tim evos suka menghina,negative
lama banget minn,negative
good tidakme srg,negative
onic doms,positive
semotidak alter ego antidakat piala,negative
goo alter egoe,negative
washhands,negative
skylar juara bersama onic,neutral
tebak skor menang alter ego,negative
congratulatuion onic back to back champion mpl id s,neutral
hoi,negative
secret,negative
onic clown face clown face,negative
good tidakme onic ph,negative
keluartidak hati,negative
kairi kumar kumar,neutral
congratulatuion onic back to back champion mpl id s,neutral
rrq vs evos,negative
bismillah alter ego relieved face,negative
aja nungood tidakmeuin orang pulng kerja biar nonton rame hha,negative
rrq antidakat trophy trophy yellow smiling,neutral
rrq malter egon jan,neutral
ngehina onic kongdom iri,negative
good tidakme rrq main jam berpa,negative
alter egoe alter egoe,negative
go alter ego go,negative
alter ego gogogogo,negative
sini alter ego jt,negative
anjay rrq masuk final,neutral
banteng hitam alter egoo goo go go,neutral
badut asli tidak lolos playoff tidakys clown face,negative
alter ego megukir sejarah juara mpl indo,neutral
rrq menang nisc,neutral
alter ego semotidak,negative
ayo alter ego antidakat pialanya,negative
tidakseruh nya evos masuk,negative
onic onic onic,positive
onic yoo,positive
berharap onic juara karna pengen liat skylar antidakat piala tim baru nya semantidakt onic,neutral
nino player onic text green tidakme over,negative
sonic lah k nih mau sini sm gue trhan,neutral
rrq abis subuh ygy,negative
pengen liat nino antidakat piala trophy yellow smiling,neutral
latidak tani onic menang paling mepet satu skor liat aja,neutral
onic alter ego,positive
alter ego antidakat piala,negative
rrq tim drama mah drama aja,negative
alter ego menang seru sih,positive
gw petidakng budee rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,neutral
predik sp menang,positive
tingood tidakmeal nungood tidakmeu pasif alter ego doang tertawatertawa,negative
onic juaraa tandain gue,neutral
onic internasional rrq tarkam,neutral
onic ayoo bisaa,neutral
alter ego yuk,negative
siapapun menang kalian hebat,positive
sonic,positive
allah menantidakanlah onic palms up together,neutral
onic alter ego,positive
alter ego onic,negative
udah ketauan juaranya,negative
solo kill,positive
rrq masuk via underground bracket,neutral
onic all in,positive
mulai jam berapa cui,negative
go goo onic,positive
rrq,positive
mimin kerja keras rolling on the floor laughing rolling on the floor laughing,positive
rrq main jam berapa,neutral
m,positive
goo onic hundred points bismillah onic juara folded hands,positive
rrq beli uduk dulu,neutral
mulai jam berapaa,negative
alter ego menciptakan sejarah,negative
alter ego,negative
goo onic,positive
skin apa cookk,negative
alter ego onic,negative
jam mulainya,positive
t menang,positive
mana komen jt tdi,negative
onic alter ego internasional rrq tarkam,neutral
lolos m,negative
knpa jam loudly crying face loudly crying face,negative
paling songong kalah,negative
turnamen ntidakret semiskin kh tidakme rolling on the floor laughing,negative
menit lebih mulai nya,negative
simpan aj trophi nya kink rrq,neutral
lah mundur,positive
go faker,negative
onic juara,positive
njir skin layla,positive
bismillah onic juara mpl id s,neutral
onic id badut mseries,neutral
lestgo onic,positive
mulai jam berapa woii,negative
bangun pemudi pemuda,neutral
its onic timee,positive
alter ego go go goo onic,negative
alter ego lah masak onic juara onic trllu toxi,positive
go alter ego jantidakn kasih skylar piala,negative
langsung aja pialanya buat rrq,neutral
onic,positive
nya menang face blue smiling hand pink waving,neutral
mana,negative
onoc,positive
rrq main jam kapan,positive
alter ego meme q,negative
onic tidak juara petidakng kata gw,negative
for alter ego,negative
bismillah rrq juara m trophy yellow smiling,neutral
arfy kandangin skylarr,neutral
komennya bocil semua face with tears of joy face with tears of joy face with tears of joy,positive
lest goo,positive
hina alter ego biar fasifnya nyala,neutral
kapan pak ap ditidaknti,neutral
xixixiixi,positive
tutup komen provok dentidakn,negative
gua fans tapi gua pengen liat alter ego juara kasian ko delwyn meskipun atidak emosi karna evos pulang,negative
kasih alter ego tidak sih kasian blm dpt nih mpl,negative
siapapun juara mpl nya bawa pulang m nya,neutral
final nya lokal vs badut,neutral
bismillahirrahmanirrahim onic juara,positive
kasi aja langsung pialanyake onic,positive
rrq badut international,negative
komunitas mobile legends udah rusak tertawa,negative
kongdom iri sampe ntidaktain onic,negative
rrq main jam pagi,neutral
situ m series,positive
lawak banyak bilang rrq juara lol,positive
woii gc woi keburu magrib,negative
vos,positive
dukung alter ego dulu rrq tidak lolos hand orange covering eyes,neutral
lets go alter ego shushing face,negative
respect ajaa onic kalah lawan alter ego thumbs up,negative
tidakss alter ego,positive
onic antidakat piala yakin gua beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes smiling face with sunglasses,positive
gua onic sejuta ajaa,positive
lest go rrq,positive
btr main jam berapa,neutral
kingdom jadi karbit alter ego,negative
komen doang tidakada kerjaan,negative
sepi nih grand final,neutral
melers melers,negative
badut mpl,negative
udah kasih aja pialanya rrq,neutral
siapapun menang malam ikhlas lahir batin,positive
kasih pialanya rrq,neutral
magrib mulu malter egon bg,neutral
dukung rrq final ketik speaking head,neutral
ku,positive
bismillah king alter ego juara,neutral
tebak skor onic vs alter ego benar rb,negative
sih tidakme menang mah tidaktau dah sama sama kuat cat with tears of joy,positive
let s go onic,positive
good onic goo alter ego,positive
jantidakn bacot gua sebatidaki alterchamps lihat hasilnya dulu,neutral
mulai jam brpa,negative
rrq main sama natalia,positive
m,positive
ayok alter ego menang,negative
brisik ndom mau nonton nonton aja tidakusah brisik,negative
goo onic goo alter ego,negative
mpl haram,negative
go go go onic,positive
mulai jam berapa,negative
rrq kapan main bg,neutral
kingdom baik ketik,positive
rrq menghilang lane,negative
rrq vs evos kapan,negative
dukung m tim,neutral
epos main kapan min,negative
onic yoppiee,positive
bismilah rrq juara mtolong antidakat piala m,neutral
tim jago masuk final hastag tidakusah diajak karna raja lokal,positive
rrq m,positive
onic mantap,positive
rrq m face with hand over mouth cat with tears of joy,positive
mabar,positive
let s go onic teamm,positive
rrq juara boss,positive
tetep kawal,positive
searah,negative
onic mesti menang,neutral
ketik dukung final rrq speaking head,neutral
ribut alay,negative
tidak lolos playoff aja petantang petenteng,negative
goo onic,positive
mulai mulai,positive
alter ego gok gok gok gok,negative
alter champ,positive
rrq punya lemon kagura,positive
mbah kong,neutral
landak id jadi badut m,neutral
pp,positive
onic time goodvibes,positive
kairi mode kumar kumar,neutral
rrq goa tidak usah nongood tidakmeol disimi,negative
banyak aman oknum oknum tertawa,negative
jam berapa rrq nungood tidakmeuin nih,negative
nenek nya badut,neutral
beritahu semua king alter ego datang party popper party popper party popper,neutral
siape todak,negative
mbh kong,positive
pasif alter ego nyala guis,neutral
tidak ad hubuntidakn ama ererki,negative
bingung mau dukung onic apa alter ego,negative
mnt lgi guys,negative
rrq udah m bos nungood tidakmeu final,negative
lil lil lil bahlil,positive
rrq diam aj udh goa banyak bct,negative
jam,positive
kasih aja pialanya king alter ego,negative
bismillah onic menang skylar dapet piala mpl allah aminn,positive
waktunya alter ego juara,neutral
alter ego m rrq,negative
mantapp,positive
go a,neutral
rrq goa tidak usah nongood tidakmeol disini,positive
alter ego bren,negative
rrq punya lemon jago kagura,positive
sugoii,positive
lamanyo,positive
prediksi,positive
percuma lolos playoff tapi tidak nyampe grand final tertawatertawatertawaw,neutral
ayam,positive
draffick nya jam,negative
bising x isi chat nya bocah laknat,negative
lulu lalala,negative
alter ego juta,negative
searah se,positive
intidakt alter ego bakal juara,neutral
remehin alter ego gua dongood tidakme,negative
minimal top,positive
rrq diem aja tertawaaotertawa,negative
bol,positive
oniic sih menang,negative
tidaks kan,negative
rrq kapan tanding,positive
sejuta love buat onic semantidakt jutidak buat alter ego kalian sama sama hebat,positive
king evos main jam berapa guys,neutral
btr main jam berapa,neutral
alterr egoo ketikk,negative
ayam,positive
m nya apa,negative
alter ego champions aamiinn,neutral
kukira m ternyata,negative
bismillah alter ego juara aminn allah,positive
goa diem aja,negative
woilah gw kira setentidakh,negative
woi pangood tidakmeilin kalau rrq main,negative
minimap top sama lolos playoff,neutral
rrq udh final m bg tertawa,neutral
mau mulai coy,negative
kalau alter igo menang tonton kan juta orang face turquoise covering eyes,neutral
nungood tidakmeu rrq main jam berapa,negative
rasis kingdom,positive
lama kali,positive
btr kapan main,negative
alter ego apa lawan onic,negative
langsung kasih alter ego ajah,negative
top masuk m karna indo tuan rumah,neutral
lama kalu,positive
mana rrq,positive
gua dukung nya thumbs up,positive
onic juara,positive
evos vs onic,negative
orang orang caper,negative
ban antidaka tertawa,negative
cat with tears of joy cat with tears of joy,positive
skylar mau antidakat piala m nih,neutral
juta lapantidakn,negative
rrq rrq rrq rrq rrq,neutral
jantidakn tanya rrq imani,neutral
knp pd ngetik sih,negative
tungood tidakmeu evos rrq m via undantidakn,neutral
match bakal panas,negative
cemilan tlph cat with tears of joy,neutral
alter ego menang gw bakal nguntidakapin perassan gw langsung depan orang tuanya,negative
aja namanya otaknya anak kecil,negative
brisik klian semua,negative
rine main engood tidakmeak yah,negative
bismillah alter ego juara folded hands,neutral
udah tua jadi kongdom hina,negative
hana ppq,positive
rrq ntar jam subuh,neutral
bismillah alter ego juara mpl,neutral
bh,positive
terlalu banyak cingcong tidakpenting,negative
pesan buat kingdom playoff tetep rame tuh,neutral
gw mah dukung sipa menang penting ad bawa m indo,neutral
lagunya mantap,positive
tidaks alter egoe mpl pertama,negative
mulainya jam,positive
berisik mulu,negative
udah onic juara,positive
seru ngetik,positive
yok yok alteregoo goo,neutral
uat nanya rrq main jam berapa rrq persiapan m lewat jalur snbp winking face with tongue,neutral
suara nya kenceng,negative
pepeqi jam brp bro,positive
sama goa jantidakn saling hujat face with tears of joy face with tears of joy,positive
rrq kapan main,positive
mpl ph selalu gercep woozy face woozy face yawning face,negative
seru banget ngetik,negative
alter ego go go go,negative
ayoo dastaann kamu nonton kan,positive
searah se jam,negative
good tidakmewell played,negative
ngebacotnya lamaa rolling on the floor laughing,negative
kairi mode kumar kumar dongood tidakme,neutral
jam berapa mulai,negative
berisik purnomo,neutral
onic,positive
hidup rrq poke,neutral
onic timee,positive
purnomo malu udh tua,negative
gua petidakng onic jt,negative
finger red number one,neutral
tidak sabar,negative
banyak kali komen,positive
bismillahh onic juaraa,positive
norak begini penonton indo,negative
ngetik enakin banget,positive
alter ego juara gue uninstall tidakme backhand index pointing down zany face,negative
yo alter ego yo,negative
seru banget ngetik,negative
alter ego ayoo juaraa bawa piala nyaa,neutral
siapapun juara gw iklhas btw gw sonic,positive
onic semotidak menang,neutral
tidaknyantidakan antidaka speaking head speaking head speaking head,negative
rrq mana,negative
ayoo,positive
onic,positive
kongdom out,negative
ayo onic goo piala trophy,positive
skylar tidak main kh,neutral
yok onic kuu,positive
sejarah baru kata rinz,neutral
titp yah onic,negative
panass panass panass,negative
alter ego kayak nya juara,negative
mpl enjoyer siapapun menang buktikan kemampuan strategi terbaik,positive
onic,positive
waktunya alter ego bukan onic,negative
sonic bosen liat onic juara kingdom bosen liat rrq runner up terus beda kelas cat with tears of joy cat with tears of joy cat with tears of joy,positive
kairi mode kumar ksi pialanya alter ego aja,negative
menang final lawan rrq,neutral
alter ego nihh booss,negative
bct aldy yapi,neutral
viewer indoogood tidakme nooraakk,negative
goo oniicc raised fist,negative
alter ego juara gue uninstall tidakme backhand index pointing down winking face with tongue,negative
dapet skin harley,positive
respect sepuh goa rrq hoshi,neutral
bilang dunia rrq is speaking head,neutral
enak banget ngetik siall,positive
sekedar info guys rrq main jam pagi final merebuntukan juara planet namex tonton jt views aliens,neutral
alter ego the real kuda hitam season,negative
rrq main jam berapa,neutral
rrq jam berapa malter egonnya,neutral
rrq mode ntidaklah dulu boss,negative
apalah purnomo,neutral
rrq udah bukan jamannya,negative
yoo,positive
anak pinter ngetik,positive
trio sulawesi,positive
ngiseng dulu sono face blue smiling,neutral
raikan mimpi mu skylar,positive
engood tidakmeak se,negative
norak banget ni tim badut,negative
badut lokal mending badut m,negative
dukung alter ego komen rrqq,neutral
siapun menang terbaik,positive
nino demngt,negative
rrq go go go,neutral
rrq masuk jalur undantidakn,neutral
backhand index pointing up,neutral
ntidakpasii fans tim nya katidak lolos play of panas banget,negative
bismillahirrahmanirrahim menantidakan onic allah aamiin,neutral
kalau onic jadi badut m terus tim lu tidak lolos playoff apa cat with tears of joy,negative
onic champion,positive
ketik fans onic,positive
backhand index pointing up backhand index pointing down,neutral
bismillah alter ego,negative
o n i c menyala,neutral
kelass,positive
rrq masuk goa evos m,negative
after ego bismilah,negative
raja lama vs calon raja,neutral
tenang spam artinya m yagesayaak,negative
alter ego letsgoo,negative
onic menang bismillah,positive
ph juara,neutral
squad sulawesi,positive
king alter ego gini wok,negative
landak id jadi badut m series zany face,neutral
pepeqi,positive
kasi onic aja piala nya,positive
bismillah m tantidakn onic,neutral
al alter ego,negative
rrq masuk m jalur pdbk,neutral
m,positive
penuhin komen,negative
lama woee,negative
rrq lolo m,positive
gelo rrq grand final brokk,neutral
bismillah onic let s goo,positive
menang onic,positive
maleng,negative
onic champ confirm,neutral
bismillah onic menangood tidakme,positive
onic menang,positive
rine main cuyy,positive
alter ego alter ego,negative
ez onic alter ego badut m,negative
he maleng,negative
besok tka,negative
alter ego chmpion,negative
pqq goa aja,positive
onic,positive
onic gogogogoo,negative
langsung kasih piala rrq,neutral
kok diam purnomo,neutral
nic we need this,negative
alter ego juta,negative
enak banget ngetik siall,positive
kon maleng yo,negative
ketik fans alter ego,negative
butuh juara baru,neutral
onic to m,positive
lah mirip nino si ivann jirr,negative
dukung m kedua tim,neutral
dukung siapa,positive
kata lucu evos isbeck,negative
sepele onic,negative
sonicvvcv,positive
alter ego,negative
ketemu ph jutidak keok,negative
king arfy,neutral
bukan si oren si kuning,negative
fans panass,negative
tidak sabar ngliat ayang antidakat piala,negative
alter ego menang trophy,positive
lestgoo tunjukin prince skylarr,positive
jam brp muali nya,positive
landak id badut mseries,neutral
letsgoo alter egoe,negative
face blue three eyes,neutral
alter ego jt,negative
pingin liat alter ego juara tapi disisi pingin liat skylar juara onic,positive
bawa king mu wow btw ngood tidakmeak kalah bro,positive
onic winking face with tongue winking face with tongue,positive
nt alter ego winking face with tongue,negative
spam banyaakk,positive
onic sudh sering antidakat trophy kasih alter ego aj tidak sih,negative
all in onic,negative
admin kasih piala rrq aja,neutral
padu onic,positive
onic check mark button alter ego,neutral
mpl ig asw lama banget ajh,negative
jt petidakng onic,negative
mau king alter ego king onic menaang terserah winking face with tongue backhand index pointing up,neutral
onic,positive
siapa menang tidakskeun,negative
onic all inn,positive
letsgoo alter egoe,negative
alter ego go go go piala mpl bonus have fun lads,neutral
face red droopy eyes lama,negative
apa anak anak yaa rrq tidak lolos play of face with hand over mouth cat with tears of joy,neutral
mana yahh,negative
alter ego go go go,negative
alter ego gogo home,negative
letssgoo alter ego,negative
alter ego is bakk,negative
eei jantidakn sok asik sama alterchamp cuih,negative
detik,positive
ahooyy onic,positive
is rrq time,neutral
semotidaka mengood tidakme alter ego allah,negative
banyak bocil kingdom nyamarr,negative
go oniv,neutral
tiket m berapa,neutral
nama allah alter ego kalah,negative
mana jalur undantidakn m nya kingdom,negative
like dulu,neutral
go go home,neutral
bismillah alterego alterchamm,neutral
ho alterego go face blue smiling,neutral
landak id badut m series zany face,neutral
alter ego jt,negative
onic,positive
kasih alter ego tolongs,negative
okk,negative
bismillah onic juara mpl id s masuk m,neutral
bismillah rrq,positive
onic beli srinz biar menang,neutral
tidaks,negative
bismillah alter ego face orange frowning,neutral
onic jt,positive
bismillahirahmanirahim semotidak onic menang perjalananya mudahkan amin,positive
kink alter ego tandain,negative
alter,positive
goo,positive
tidaks,negative
aja komen,positive
it s time onic,neutral
go,neutral
tidakss onic,negative
alter ego,negative
goo,positive
minimal lolos m,neutral
ayo,negative
ayo rrq,neutral
jantidakn pernah kasih perhatian pad aini ragebaited guys,negative
onic juta nih,positive
alter ego jt lawan,negative
onic,positive
dentidakn nama allah aku doakan onic manang aminn,neutral
yoo,positive
budee,negative
lestgoo,positive
sonic mana suaranya,negative
karma dulu ketik sekarang tidak lolos playoff mpl menjelang m,neutral
mulai,positive
r,negative
dukung alter ego kebanyakan kingdom,positive
squad sulawesiroam kiboymid sanzjungle yazukeexp gobsgold skylar,neutral
let s goo,negative
goo oniicc,positive
alter ego win,negative
pengen hp baru samsung,neutral
bismillahirrahmanirrahim yaallah semotidak rezekinya alter ego juara mpl id malem,neutral
partying face partying face partying face,positive
feeling gw alter ego menang ni,negative
udh diramal sma alter ego juara cetak sejarah,neutral
halo rrq,neutral
onic yono,positive
mainin srinz,negative
menang lawan rrq,positive
lovee youu,positive
tipis and trik,positive
alter ego t,negative
menang tetap onic tapi sanz skylar lumpuh kan pemenang alter ego,neutral
main jam betapa sih,negative
onic nih jt folded hands,positive
rr,positive
alter ego jt,negative
bismillah alter ego juara go go,neutral
onic juta,positive
lama banget dah,negative
goo oniicc,positive
semotidak alter ego menang amin onic badut lokal,positive
bismilah go alter egoe,negative
alter ego nih juta,negative
landak id the real badut mseries,neutral
kalau new champ,neutral
sini alter ego satu juta,negative
kapan saldo gopay gratis,neutral
ngetik nya jantidakn nangis mposs cat orange whistling face blue smiling,neutral
kasih alter ego aja lah kasih menukir sejarah,negative
all in onic bisaa nihh juara lagii letsgoo,positive
alter ego juta,negative
alter ego champ,negative
pilih merah apa kuning,negative
bismilah alter ego,negative
alter ego lets goo,negative
rrq mendem aje goa,negative
onic juta,positive
onic jt red exclamation mark red exclamation mark red exclamation mark red exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark,neutral
rrq juara rill,neutral
alter egoo,negative
kasih tontonan seru,positive
rrq juara m percayalah,positive
rrq bisaa,positive
wow,positive
onik kalah,negative
egoo,negative
all in alter egoe,negative
bantu,negative
rrq main jam brp bang,neutral
alter ego nih jt lawan,negative
dukung lh alter ego onic tidak apanya elbowcough,negative
rrq main jam berapa bang,negative
tidaks onic juta mana ayo,negative
keren,positive
serius aja onic nih jta,positive
onic m,positive
jirr banyak kongdom ternyata ntidakdu domba disini rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,positive
go alter ego gooik,negative
bis,negative
lets goo alter egoe,negative
hbis ni kabar onic bawa piala m face savoring food,neutral
sabar kocak kan dah jadwalnya gmn sih,negative
alter ego tolongs,negative
bissmillah alter ego palms up together,positive
kairii,negative
coment pick fans evos tertawa penyakt hati,neutral
lama cuki,negative
alter egogogo,negative
yah kena prank,negative
banyak bener stiker,positive
trilion onic,positive
tertawatertawaw tidak muntidakin cuma modal dor dor main m tertawatertawa,neutral
alter ego juara suapaya engood tidakmea aja menang raja baru,negative
alter ego time,negative
udah onic sih,negative
yok double champion onic id,neutral
alter ego jt lawan,negative
sini gua onic juta,negative
googo rrq,neutral
alter ego menang,negative
penting punya msc,neutral
onic,positive
ayo pasep,negative
onic,positive
rrq m let s go,neutral
iphone pro pilihan terbaikmu,positive
alter ego jt,negative
bismillah onic,positive
onic woman dancing,positive
ayoo alter ego bisaa,negative
ikn,negative
letsgo alter ego,negative
goaa jarintidakn yaa,negative
gogo alterigo,neutral
epos,negative
petidakng alter ego jt ayo siapa lawan,negative
lama ah mobile legendss,negative
salah pilih lokasi playoff,neutral
air air apa tidak masuk po,negative
gc,negative
oneii,negative
yok yok alter ego juara go go goo,neutral
viva ererqiu,positive
rrq main sctv main film jdul nya badut mpl,neutral
onic cc cc,positive
tidakyakin onic menang,negative
bantu ketik,negative
kapan dah main yah,neutral
kiboyy,positive
bismillah onic juara yaallah,positive
bude clara,positive
anak alter ego tidak duit,negative
alter ego onic goo,negative
sejarah baru alter ego,negative
rrq nih bos,positive
gua dukung semuanya siapapun menang antidakat kepala kalian buktikan kalian pantas jadi pejuang m kalah this is not the end raihlah piala m region indo senantidakt,positive
akankah piala onic piala pertama alter ego,neutral
epos paling sering face with tears of joy face with tears of joy face with tears of joy,positive
alter ego mode play off,negative
alter ego juara,negative
pas timnya kalah ngilang pastituh taruhan tertawa,negative
dilema mau dukung onic alter ego suka semuanya melting face,negative
evos ayam,negative
jt onic,positive
yuk bs yok,neutral
luthpii,positive
rb onic nih lawan,negative
punya msc rrq punya apa,neutral
goa jarintidakn,negative
onic juara mpl,neutral
jt alter ego,negative
alter ego jt,negative
dukung menang,positive
tidakss onic juta sini gw tampung,negative
onic badut terus tim kalah onic apa dong,negative
piala m udah kantongin rrq boss cat with tears of joy cat with tears of joy cat with tears of joy,positive
duelan alter egovsonic w onic jt,neutral
alter ego kali aja folded hands folded hands folded hands,negative
sampah semua komenan mpl id face with tears of joy,negative
terlalu banyak iklan,negative
aku mau alter ego menang,negative
apa hubuntidakn masuk m sama tidak lolos playoff bocil fomo,neutral
berarti hijume kali final yak,neutral
gelo geloo,positive
toxic hei,negative
elbowcough,positive
purnomo badut rrq love you gesture money mouth face,neutral
bismillah alter ego juara allah,positive
tolongs kasih alter ego dong piala nya onic,negative
ban lapu,neutral
onic punya msc rrq punya apa,neutral
sanzz,negative
hidup jokowii,positive
haii,positive
baru dateng,negative
kasih alter ego meang,negative
onic gogogo ghost,neutral
tidakss juta onic,negative
rrq udh nungood tidakmeu final m,neutral
onik juara skyler ntidakntidaket piala mpl trophy yellow smiling,neutral
rrq main jam berapa sih bertanya dentidakn nada tingood tidakmei,negative
tandain gw onic alter ego,negative
juara baru let go alter ego,neutral
my kairi face with tongue backhand index pointing up,neutral
hedgehog,negative
allah semotidak bang ler juara pertama nya tim onic juara m amin,positive
rrq badut mpl,negative
kata ererqi alter ego tidakda tidakmeplay,negative
alter ego,negative
hand pink waving hand purple blue peace,positive
yeb tolongin yeb,negative
alterchamp handshake sonic jantidakn mau disusupin,negative
pulantidakan oniicc,neutral
ngetik nya jantidakn nangis dekk mposs cat orange whistling face blue smiling,positive
pp,positive
pleading face,positive
rrq juara m,neutral
sepi,positive
bismillah alter ego juara allah folded hands,neutral
bau alter ego juara,negative
kasih alter ego menang tolongs,neutral
ayo onic,negative
good luckk onic,positive
jam berapa main,negative
anjay rame banget,negative
bismillahirrahmanirrahim allah yok,positive
er er qi main jam berapa bang,neutral
barikah,positive
