message_clean,sentimen
kasihan liat nino gua jutidak ikut nangis loudly crying face,negatif
bismillah ayo onic yo juara,positif
m won onic id,netral
pusing lihat,negatif
alter ego juara jantidakn onic mulu lag,negatif
go go go alter egoo,netral
xin pleading face,netral
evos is bot,netral
m,netral
alter ego guk guk guk,negatif
go alter ego full indo,netral
evos dukung onic sjaa,netral
harapan gw alter ego si bosen onic mulu,negatif
info casternya,netral
yare,negatif
yalter egorr,negatif
yareuu,positif
jantidakn kasi onic pemain ph,netral
m pecundang,negatif
jam brp mainya,netral
landak kalahh,negatif
jam brapa oyy,netral
yareerree,positif
evos go to goa,netral
ilham bude,netral
menuu uara winking face with tongue backhand index pointing up,netral
goo onic,positif
kasi aja piala nya king rrq,netral
rrq lolos,netral
dukung aja full indo,positif
bukan jam,negatif
bnyk fomo tlph pas jaman echo kmn,netral
mulai tanding jam brpa min,netral
udah kasih ajah piala nya king onic,netral
m bukan,negatif
rrq masuk m coy,netral
alter ego all in semestas,netral
dukung alter ego pasif nya nyala,negatif
mpl id maannaa suaaranyaa,positif
menu,positif
semotidak onic menag lgi,negatif
alter ego juaraa,positif
goo alter ego,negatif
ivos is bakk,negatif
alter ego mah cupu tenang tidakis cuma buat pasif,negatif
kalilah alter ego,negatif
coach yeb onic apa,negatif
anjir boring final,negatif
alter ego gok gok gok,negatif
what time is it is onic time,netral
menu menu menu,netral
a,positif
yo al in alter ego ato koh kokh juara koh,positif
onik juara,positif
kingdom jahat mingood tidakmeir dulu,negatif
epos is bakk,negatif
welcome tu isbacnk evos fans liquid id selamat datang digoa face blue smiling,netral
belum bangun playernya,negatif
tara didinu mpl,netral
alter ego onic apa,negatif
langsung aja kasi alter ego pialanya,netral
alter ego player ph goo,netral
tapi lebih good tidakme kalau alter ego,negatif
timnya tidak lolos playoff sekarang malah ngehina mpl id tertawa cat with tears of joy,negatif
se,positif
goo onic,positif
rrq januari ready to m speaking head,netral
onic sak no,negatif
aku dukung onic si tapi liat perjuantidakn alter ego kek nya alter ego menang,negatif
indo pride,positif
bismilah onic menang,positif
kyrex,positif
bismillah onic menang alloh,positif
semotidak onic menang allha,positif
onic alter ego apa,negatif
pleading face bude aw,positif
geek fam,negatif
ayo alter ego juara,positif
landak jadi badut m,negatif
alter ego alter ego alter ego alter ego,netral
penontonya sepi rolling on the floor laughing rolling on the floor laughing no rrq no beras,negatif
alter ego ai love you,positif
yok yok onic clean swap,netral
goo onic time,positif
hidup alter ego,negatif
onic mau menang mulu tidak muak apa,negatif
tidak rrq rame aja playoff,negatif
kata lucu evos is back,netral
alter ego oni,negatif
tidak nyantidaka alter ego finall,negatif
alter ego juara mpl s,netral
push rank ajalah lamax,negatif
penghuni goa asli pulang kemarin face with tears of joy rolling on the floor laughing,netral
lebih rame tidakda rrq,negatif
mainkan savero face red droopy eyes,netral
onic onic sonic sonic,netral
jantidakn block gw tidak toxic,positif
kata lucu playoff sepi,negatif
bismillah alter ego,netral
alter ego jago,negatif
alter ego,negatif
yareuu,positif
sih jadwalmya pas sholat magrib mulu,negatif
gc bang,negatif
ayo kairi pleading face menang,positif
kata lucu evos goto m bawa pulang piala,netral
ayo bawa nex m,netral
rrq sanji datang sang ceo klarifikasi senang tidaktidakl playoff ditendang face blue smiling,netral
jt alter ego,negatif
kasian kasih alter ego aja,negatif
ayoo onic,positif
savero skypler,netral
onif dm,netral
folded hands onic juara,positif
gbu onic smiling face with halo smiling face with halo,netral
ouh,negatif
alter igo gogogood tidakme,negatif
onic bantai bantai face fuchsia tongue out,negatif
yuiijjhu,positif
gua onic tapi gua dukung alter ego,negatif
mana wa mu,negatif
rrq main kapan,netral
loudly crying face loudly crying face loudly crying face,netral
goo onic,positif
kasi aja kin rrq,netral
alter ego full indo kerenn,positif
epos is bak,negatif
alter ego menang lah onic mulu anj,negatif
kalau onic jadi badut m terus tim lu tidak lolos playoff apa cat with tears of joy,negatif
tetap rrq,positif
onic apa alter ego nih ges,negatif
rrq main kapan,netral
sapa hayo menangood tidakme,negatif
semantidakt onic,positif
ar ar qiu main kapan,netral
pleading face tolongs kairi menang,positif
rrq malter egon jm brapa,negatif
rrq onic,negatif
menang alter ego ni,negatif
ipos is bak,negatif
gua percaya sama lu alter ego,negatif
tolongs onic mng,negatif
bismilahh onic,positif
rrq kapan,netral
pengen alter ego juara tapi sisi mau lihat bangler juara,negatif
liquid team flexed biceps but onic id is prime start now shushing face,netral
ayoo alter ego antidakat piala alter ego,negatif
onic goo,positif
onic otww juaraa kidss,positif
kesempatan buat alter ego dpt piala bismillah,netral
v,negatif
onic timee,positif
lihat,netral
king alter ego nih boss,negatif
evos evos evos,netral
rrq juara brapa tidakes,positif
kasi alter ego meanang lah bosen onic mulu,negatif
alter ego jendol,negatif
onic main kakek aja,negatif
dapet jalur undantidakn mana nih,netral
onic ngecheat,negatif
onic putraa,netral
alter ego juara percaxa gw,positif
onic bantai bantai face fuchsia tongue out cat orange whistling,netral
gua onic sejuta aja wa,netral
lamawaawaa,negatif
rrq juara lomba sendok,netral
november n nya apa,negatif
onic kuat banget tapi alter ego hero pool nya banyak final bakal seru face fuchsia wide eyes,positif
alter ego mengukir sejarah,netral
alter ego juara percaya dah,positif
air air apa tidak lolos playoff face with hand over mouth,negatif
isikan alter ego antidakat piala trophy,netral
lucu banget bilang evos is back,positif
kebanyakan iklan mmk,negatif
rrq jokowi,netral
onic darksistem loudly crying face,netral
onic onic onic,negatif
nic alter ego,negatif
red heart alter ego kalah menang udah biasa penting usaha person gesturing no,negatif
onic jt,netral
gua yakin alter ego is back les go,positif
air air que,netral
feeling ku alter ego ngood tidakmea sih,negatif
goo onic,positif
pengen liat albert vs skylar grandfinal tapi nino keren loyal jutidak layak grandfinal,negatif
onic fixx juara,positif
alter ego tidaksaakk,negatif
onic yes,positif
bismillah pila punya alter ego hari amin,positif
siapapun juara dukung indonesia m,positif
king onic antidakat piala face fuchsia tongue out cat orange whistling face blue wide eyes,netral
semotidak onic menang,positif
gue petidakng onic kalau tidak,negatif
onic goo goo,positif
alter egoo go go goo,netral
alter ego bot,negatif
kasih aja piala nya onic,netral
onic juaraa tandainn guaa,positif
nonton kebanyakan tim evos suka menghina,negatif
lama banget minn,negatif
good tidakme srg,positif
onic doms,positif
semotidak alter ego antidakat piala,negatif
goo alter egoe,negatif
washhands,positif
skylar juara bersama onic,netral
tebak skor menang alter ego,netral
congratulatuion onic back to back champion mpl id s,positif
hoi,negatif
secret,positif
onic clown face clown face,netral
good tidakme onic ph,positif
keluartidak hati,negatif
kairi kumar kumar,negatif
congratulatuion onic back to back champion mpl id s,positif
rrq vs evos,netral
bismillah alter ego relieved face,netral
aja nungood tidakmeuin orang pulng kerja biar nonton rame hha,negatif
rrq antidakat trophy trophy yellow smiling,netral
rrq malter egon jan,negatif
ngehina onic kongdom iri,negatif
good tidakme rrq main jam berpa,positif
alter egoe alter egoe,negatif
go alter ego go,netral
alter ego gogogogo,negatif
sini alter ego jt,negatif
anjay rrq masuk final,negatif
banteng hitam alter egoo goo go go,negatif
badut asli tidak lolos playoff tidakys clown face,negatif
alter ego megukir sejarah juara mpl indo,netral
rrq menang nisc,netral
alter ego semotidak,negatif
ayo alter ego antidakat pialanya,negatif
tidakseruh nya evos masuk,positif
onic onic onic,negatif
onic yoo,positif
berharap onic juara karna pengen liat skylar antidakat piala tim baru nya semantidakt onic,positif
nino player onic text green tidakme over,netral
sonic lah k nih mau sini sm gue trhan,netral
rrq abis subuh ygy,netral
pengen liat nino antidakat piala trophy yellow smiling,netral
latidak tani onic menang paling mepet satu skor liat aja,netral
onic alter ego,negatif
alter ego antidakat piala,negatif
rrq tim drama mah drama aja,negatif
alter ego menang seru sih,positif
gw petidakng budee rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,netral
predik sp menang,netral
tingood tidakmeal nungood tidakmeu pasif alter ego doang tertawatertawa,negatif
onic juaraa tandain gue,netral
onic internasional rrq tarkam,netral
onic ayoo bisaa,positif
alter ego yuk,netral
siapapun menang kalian hebat,positif
sonic,netral
allah menantidakanlah onic palms up together,netral
onic alter ego,negatif
alter ego onic,negatif
udah ketauan juaranya,positif
solo kill,negatif
rrq masuk via underground bracket,netral
onic all in,netral
mulai jam berapa cui,netral
go goo onic,positif
rrq,netral
mimin kerja keras rolling on the floor laughing rolling on the floor laughing,positif
rrq main jam berapa,netral
m,netral
goo onic hundred points bismillah onic juara folded hands,netral
rrq beli uduk dulu,netral
mulai jam berapaa,netral
alter ego menciptakan sejarah,netral
alter ego,negatif
goo onic,positif
skin apa cookk,negatif
alter ego onic,negatif
jam mulainya,netral
t menang,positif
mana komen jt tdi,negatif
onic alter ego internasional rrq tarkam,netral
lolos m,positif
knpa jam loudly crying face loudly crying face,negatif
paling songong kalah,negatif
turnamen ntidakret semiskin kh tidakme rolling on the floor laughing,netral
menit lebih mulai nya,netral
simpan aj trophi nya kink rrq,netral
lah mundur,negatif
go faker,negatif
onic juara,positif
njir skin layla,negatif
bismillah onic juara mpl id s,netral
onic id badut mseries,netral
lestgo onic,netral
mulai jam berapa woii,netral
bangun pemudi pemuda,positif
its onic timee,positif
alter ego go go goo onic,netral
alter ego lah masak onic juara onic trllu toxi,negatif
go alter ego jantidakn kasih skylar piala,netral
langsung aja pialanya buat rrq,netral
onic,positif
nya menang face blue smiling hand pink waving,positif
mana,negatif
onoc,positif
rrq main jam kapan,netral
alter ego meme q,negatif
onic tidak juara petidakng kata gw,negatif
for alter ego,negatif
bismillah rrq juara m trophy yellow smiling,netral
arfy kandangin skylarr,netral
komennya bocil semua face with tears of joy face with tears of joy face with tears of joy,netral
lest goo,netral
hina alter ego biar fasifnya nyala,negatif
kapan pak ap ditidaknti,netral
xixixiixi,positif
tutup komen provok dentidakn,negatif
gua fans tapi gua pengen liat alter ego juara kasian ko delwyn meskipun atidak emosi karna evos pulang,negatif
kasih alter ego tidak sih kasian blm dpt nih mpl,negatif
siapapun juara mpl nya bawa pulang m nya,positif
final nya lokal vs badut,negatif
bismillahirrahmanirrahim onic juara,positif
kasi aja langsung pialanyake onic,netral
rrq badut international,negatif
komunitas mobile legends udah rusak tertawa,negatif
kongdom iri sampe ntidaktain onic,negatif
rrq main jam pagi,netral
situ m series,netral
lawak banyak bilang rrq juara lol,positif
woii gc woi keburu magrib,negatif
vos,positif
dukung alter ego dulu rrq tidak lolos hand orange covering eyes,netral
lets go alter ego shushing face,netral
respect ajaa onic kalah lawan alter ego thumbs up,negatif
tidakss alter ego,negatif
onic antidakat piala yakin gua beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes smiling face with sunglasses,netral
gua onic sejuta ajaa,negatif
lest go rrq,netral
btr main jam berapa,netral
kingdom jadi karbit alter ego,negatif
komen doang tidakada kerjaan,negatif
sepi nih grand final,negatif
melers melers,negatif
badut mpl,negatif
udah kasih aja pialanya rrq,netral
siapapun menang malam ikhlas lahir batin,positif
kasih pialanya rrq,positif
magrib mulu malter egon bg,negatif
dukung rrq final ketik speaking head,netral
ku,positif
bismillah king alter ego juara,positif
tebak skor onic vs alter ego benar rb,netral
sih tidakme menang mah tidaktau dah sama sama kuat cat with tears of joy,negatif
let s go onic,netral
good onic goo alter ego,positif
jantidakn bacot gua sebatidaki alterchamps lihat hasilnya dulu,negatif
mulai jam brpa,netral
rrq main sama natalia,netral
m,netral
ayok alter ego menang,negatif
brisik ndom mau nonton nonton aja tidakusah brisik,negatif
goo onic goo alter ego,negatif
mpl haram,negatif
go go go onic,positif
mulai jam berapa,netral
rrq kapan main bg,netral
kingdom baik ketik,netral
rrq menghilang lane,negatif
rrq vs evos kapan,netral
dukung m tim,netral
epos main kapan min,netral
onic yoppiee,netral
bismilah rrq juara mtolong antidakat piala m,netral
tim jago masuk final hastag tidakusah diajak karna raja lokal,negatif
rrq m,netral
onic mantap,positif
rrq m face with hand over mouth cat with tears of joy,netral
mabar,negatif
let s go onic teamm,netral
rrq juara boss,positif
tetep kawal,positif
searah,positif
onic mesti menang,positif
ketik dukung final rrq speaking head,netral
ribut alay,negatif
tidak lolos playoff aja petantang petenteng,negatif
goo onic,positif
mulai mulai,netral
alter ego gok gok gok gok,negatif
alter champ,netral
rrq punya lemon kagura,netral
mbah kong,positif
landak id jadi badut m,negatif
pp,negatif
onic time goodvibes,positif
kairi mode kumar kumar,netral
rrq goa tidak usah nongood tidakmeol disimi,negatif
banyak aman oknum oknum tertawa,negatif
jam berapa rrq nungood tidakmeuin nih,netral
nenek nya badut,negatif
beritahu semua king alter ego datang party popper party popper party popper,netral
siape todak,negatif
mbh kong,positif
pasif alter ego nyala guis,netral
tidak ad hubuntidakn ama ererki,negatif
bingung mau dukung onic apa alter ego,negatif
mnt lgi guys,negatif
rrq udah m bos nungood tidakmeu final,netral
lil lil lil bahlil,netral
rrq diam aj udh goa banyak bct,negatif
jam,netral
kasih aja pialanya king alter ego,netral
bismillah onic menang skylar dapet piala mpl allah aminn,positif
waktunya alter ego juara,positif
alter ego m rrq,netral
mantapp,positif
go a,positif
rrq goa tidak usah nongood tidakmeol disini,negatif
alter ego bren,negatif
rrq punya lemon jago kagura,netral
sugoii,positif
lamanyo,negatif
prediksi,netral
percuma lolos playoff tapi tidak nyampe grand final tertawatertawatertawaw,negatif
ayam,negatif
draffick nya jam,netral
bising x isi chat nya bocah laknat,negatif
lulu lalala,positif
alter ego juta,negatif
searah se,positif
intidakt alter ego bakal juara,positif
remehin alter ego gua dongood tidakme,negatif
minimal top,positif
rrq diem aja tertawaaotertawa,negatif
bol,negatif
oniic sih menang,positif
tidaks kan,negatif
rrq kapan tanding,netral
sejuta love buat onic semantidakt jutidak buat alter ego kalian sama sama hebat,positif
king evos main jam berapa guys,netral
btr main jam berapa,netral
alterr egoo ketikk,netral
ayam,negatif
m nya apa,negatif
alter ego champions aamiinn,positif
kukira m ternyata,netral
bismillah alter ego juara aminn allah,positif
goa diem aja,negatif
woilah gw kira setentidakh,negatif
woi pangood tidakmeilin kalau rrq main,negatif
minimap top sama lolos playoff,netral
rrq udh final m bg tertawa,positif
mau mulai coy,netral
kalau alter igo menang tonton kan juta orang face turquoise covering eyes,netral
nungood tidakmeu rrq main jam berapa,netral
rasis kingdom,negatif
lama kali,negatif
btr kapan main,negatif
alter ego apa lawan onic,negatif
langsung kasih alter ego ajah,negatif
top masuk m karna indo tuan rumah,positif
lama kalu,negatif
mana rrq,negatif
gua dukung nya thumbs up,positif
onic juara,positif
evos vs onic,netral
orang orang caper,negatif
ban antidaka tertawa,negatif
cat with tears of joy cat with tears of joy,netral
skylar mau antidakat piala m nih,netral
juta lapantidakn,negatif
rrq rrq rrq rrq rrq,netral
jantidakn tanya rrq imani,netral
knp pd ngetik sih,negatif
tungood tidakmeu evos rrq m via undantidakn,netral
match bakal panas,negatif
cemilan tlph cat with tears of joy,netral
alter ego menang gw bakal nguntidakapin perassan gw langsung depan orang tuanya,negatif
aja namanya otaknya anak kecil,negatif
brisik klian semua,negatif
rine main engood tidakmeak yah,negatif
bismillah alter ego juara folded hands,netral
udah tua jadi kongdom hina,negatif
hana ppq,netral
rrq ntar jam subuh,netral
bismillah alter ego juara mpl,netral
bh,positif
terlalu banyak cingcong tidakpenting,negatif
pesan buat kingdom playoff tetep rame tuh,positif
gw mah dukung sipa menang penting ad bawa m indo,positif
lagunya mantap,positif
tidaks alter egoe mpl pertama,negatif
mulainya jam,netral
berisik mulu,negatif
udah onic juara,positif
seru ngetik,positif
yok yok alteregoo goo,netral
uat nanya rrq main jam berapa rrq persiapan m lewat jalur snbp winking face with tongue,netral
suara nya kenceng,positif
pepeqi jam brp bro,netral
sama goa jantidakn saling hujat face with tears of joy face with tears of joy,netral
rrq kapan main,netral
mpl ph selalu gercep woozy face woozy face yawning face,netral
seru banget ngetik,positif
alter ego go go go,netral
ayoo dastaann kamu nonton kan,positif
searah se jam,negatif
good tidakmewell played,positif
ngebacotnya lamaa rolling on the floor laughing,negatif
kairi mode kumar kumar dongood tidakme,negatif
jam berapa mulai,netral
berisik purnomo,negatif
onic,positif
hidup rrq poke,negatif
onic timee,positif
purnomo malu udh tua,negatif
gua petidakng onic jt,netral
finger red number one,netral
tidak sabar,negatif
banyak kali komen,positif
bismillahh onic juaraa,positif
norak begini penonton indo,negatif
ngetik enakin banget,positif
alter ego juara gue uninstall tidakme backhand index pointing down zany face,negatif
yo alter ego yo,negatif
seru banget ngetik,positif
alter ego ayoo juaraa bawa piala nyaa,positif
siapapun juara gw iklhas btw gw sonic,positif
onic semotidak menang,positif
tidaknyantidakan antidaka speaking head speaking head speaking head,netral
rrq mana,negatif
ayoo,positif
onic,positif
kongdom out,netral
ayo onic goo piala trophy,netral
skylar tidak main kh,positif
yok onic kuu,netral
sejarah baru kata rinz,positif
titp yah onic,positif
panass panass panass,negatif
alter ego kayak nya juara,positif
mpl enjoyer siapapun menang buktikan kemampuan strategi terbaik,positif
onic,positif
waktunya alter ego bukan onic,negatif
sonic bosen liat onic juara kingdom bosen liat rrq runner up terus beda kelas cat with tears of joy cat with tears of joy cat with tears of joy,negatif
kairi mode kumar ksi pialanya alter ego aja,negatif
menang final lawan rrq,positif
alter ego nihh booss,negatif
bct aldy yapi,netral
viewer indoogood tidakme nooraakk,negatif
goo oniicc raised fist,negatif
alter ego juara gue uninstall tidakme backhand index pointing down winking face with tongue,negatif
dapet skin harley,positif
respect sepuh goa rrq hoshi,positif
bilang dunia rrq is speaking head,netral
enak banget ngetik siall,positif
sekedar info guys rrq main jam pagi final merebuntukan juara planet namex tonton jt views aliens,netral
alter ego the real kuda hitam season,netral
rrq main jam berapa,netral
rrq jam berapa malter egonnya,negatif
rrq mode ntidaklah dulu boss,netral
apalah purnomo,negatif
rrq udah bukan jamannya,negatif
yoo,positif
anak pinter ngetik,positif
trio sulawesi,netral
ngiseng dulu sono face blue smiling,netral
raikan mimpi mu skylar,negatif
engood tidakmeak se,positif
norak banget ni tim badut,negatif
badut lokal mending badut m,negatif
dukung alter ego komen rrqq,negatif
siapun menang terbaik,positif
nino demngt,negatif
rrq go go go,netral
rrq masuk jalur undantidakn,netral
backhand index pointing up,netral
ntidakpasii fans tim nya katidak lolos play of panas banget,negatif
bismillahirrahmanirrahim menantidakan onic allah aamiin,netral
kalau onic jadi badut m terus tim lu tidak lolos playoff apa cat with tears of joy,negatif
onic champion,positif
ketik fans onic,netral
backhand index pointing up backhand index pointing down,netral
bismillah alter ego,netral
o n i c menyala,netral
kelass,positif
rrq masuk goa evos m,netral
after ego bismilah,netral
raja lama vs calon raja,netral
tenang spam artinya m yagesayaak,positif
alter ego letsgoo,negatif
onic menang bismillah,positif
ph juara,positif
squad sulawesi,positif
king alter ego gini wok,negatif
landak id jadi badut m series zany face,netral
pepeqi,positif
kasi onic aja piala nya,netral
bismillah m tantidakn onic,netral
al alter ego,negatif
rrq masuk m jalur pdbk,netral
m,netral
penuhin komen,negatif
lama woee,negatif
rrq lolo m,netral
gelo rrq grand final brokk,netral
bismillah onic let s goo,netral
menang onic,positif
maleng,negatif
onic champ confirm,netral
bismillah onic menangood tidakme,positif
onic menang,positif
rine main cuyy,negatif
alter ego alter ego,negatif
ez onic alter ego badut m,netral
he maleng,negatif
besok tka,netral
alter ego chmpion,netral
pqq goa aja,netral
onic,positif
onic gogogogoo,netral
langsung kasih piala rrq,positif
kok diam purnomo,negatif
nic we need this,netral
alter ego juta,negatif
enak banget ngetik siall,positif
kon maleng yo,negatif
ketik fans alter ego,netral
butuh juara baru,positif
onic to m,netral
lah mirip nino si ivann jirr,negatif
dukung m kedua tim,netral
dukung siapa,negatif
kata lucu evos isbeck,netral
sepele onic,negatif
sonicvvcv,netral
alter ego,negatif
ketemu ph jutidak keok,negatif
king arfy,positif
bukan si oren si kuning,negatif
fans panass,negatif
tidak sabar ngliat ayang antidakat piala,negatif
alter ego menang trophy,netral
lestgoo tunjukin prince skylarr,netral
jam brp muali nya,netral
landak id badut mseries,netral
letsgoo alter egoe,negatif
face blue three eyes,netral
alter ego jt,negatif
pingin liat alter ego juara tapi disisi pingin liat skylar juara onic,netral
bawa king mu wow btw ngood tidakmeak kalah bro,positif
onic winking face with tongue winking face with tongue,netral
nt alter ego winking face with tongue,netral
spam banyaakk,negatif
onic sudh sering antidakat trophy kasih alter ego aj tidak sih,netral
all in onic,positif
admin kasih piala rrq aja,netral
padu onic,positif
onic check mark button alter ego,netral
mpl ig asw lama banget ajh,negatif
jt petidakng onic,netral
mau king alter ego king onic menaang terserah winking face with tongue backhand index pointing up,netral
onic,positif
siapa menang tidakskeun,negatif
onic all inn,netral
letsgoo alter egoe,negatif
alter ego go go go piala mpl bonus have fun lads,positif
face red droopy eyes lama,negatif
apa anak anak yaa rrq tidak lolos play of face with hand over mouth cat with tears of joy,negatif
mana yahh,negatif
alter ego go go go,netral
alter ego gogo home,netral
letssgoo alter ego,negatif
alter ego is bakk,negatif
eei jantidakn sok asik sama alterchamp cuih,negatif
detik,netral
ahooyy onic,negatif
is rrq time,netral
semotidaka mengood tidakme alter ego allah,negatif
banyak bocil kingdom nyamarr,negatif
go oniv,positif
tiket m berapa,netral
nama allah alter ego kalah,negatif
mana jalur undantidakn m nya kingdom,netral
like dulu,netral
go go home,netral
bismillah alterego alterchamm,netral
ho alterego go face blue smiling,netral
landak id badut m series zany face,netral
alter ego jt,negatif
onic,positif
kasih alter ego tolongs,negatif
okk,positif
bismillah onic juara mpl id s masuk m,netral
bismillah rrq,netral
onic beli srinz biar menang,netral
tidaks,negatif
bismillah alter ego face orange frowning,netral
onic jt,netral
bismillahirahmanirahim semotidak onic menang perjalananya mudahkan amin,positif
kink alter ego tandain,negatif
alter,negatif
goo,positif
tidaks,negatif
aja komen,negatif
it s time onic,positif
go,positif
tidakss onic,negatif
alter ego,negatif
goo,positif
minimal lolos m,netral
ayo,positif
ayo rrq,netral
jantidakn pernah kasih perhatian pad aini ragebaited guys,netral
onic juta nih,netral
alter ego jt lawan,negatif
onic,positif
dentidakn nama allah aku doakan onic manang aminn,positif
yoo,positif
budee,positif
lestgoo,netral
sonic mana suaranya,negatif
karma dulu ketik sekarang tidak lolos playoff mpl menjelang m,negatif
mulai,netral
r,positif
dukung alter ego kebanyakan kingdom,negatif
squad sulawesiroam kiboymid sanzjungle yazukeexp gobsgold skylar,netral
let s goo,netral
goo oniicc,positif
alter ego win,negatif
pengen hp baru samsung,netral
bismillahirrahmanirrahim yaallah semotidak rezekinya alter ego juara mpl id malem,positif
partying face partying face partying face,netral
feeling gw alter ego menang ni,negatif
udh diramal sma alter ego juara cetak sejarah,positif
halo rrq,netral
onic yono,positif
mainin srinz,negatif
menang lawan rrq,positif
lovee youu,positif
tipis and trik,netral
alter ego t,negatif
menang tetap onic tapi sanz skylar lumpuh kan pemenang alter ego,negatif
main jam betapa sih,negatif
onic nih jt folded hands,netral
rr,negatif
alter ego jt,negatif
bismillah alter ego juara go go,netral
onic juta,positif
lama banget dah,negatif
goo oniicc,positif
semotidak alter ego menang amin onic badut lokal,negatif
bismilah go alter egoe,netral
alter ego nih juta,negatif
landak id the real badut mseries,netral
kalau new champ,netral
sini alter ego satu juta,negatif
kapan saldo gopay gratis,netral
ngetik nya jantidakn nangis mposs cat orange whistling face blue smiling,negatif
kasih alter ego aja lah kasih menukir sejarah,negatif
all in onic bisaa nihh juara lagii letsgoo,positif
alter ego juta,negatif
alter ego champ,negatif
pilih merah apa kuning,netral
bismilah alter ego,negatif
alter ego lets goo,netral
rrq mendem aje goa,negatif
onic juta,positif
onic jt red exclamation mark red exclamation mark red exclamation mark red exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark double exclamation mark,netral
rrq juara rill,positif
alter egoo,negatif
kasih tontonan seru,positif
rrq juara m percayalah,positif
rrq bisaa,netral
wow,positif
onik kalah,negatif
egoo,negatif
all in alter egoe,negatif
bantu,positif
rrq main jam brp bang,netral
alter ego nih jt lawan,negatif
dukung lh alter ego onic tidak apanya elbowcough,negatif
rrq main jam berapa bang,netral
tidaks onic juta mana ayo,negatif
keren,positif
serius aja onic nih jta,negatif
onic m,netral
jirr banyak kongdom ternyata ntidakdu domba disini rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,netral
go alter ego gooik,negatif
bis,positif
lets goo alter egoe,netral
hbis ni kabar onic bawa piala m face savoring food,netral
sabar kocak kan dah jadwalnya gmn sih,positif
alter ego tolongs,negatif
bissmillah alter ego palms up together,netral
kairii,positif
coment pick fans evos tertawa penyakt hati,netral
lama cuki,negatif
alter egogogo,negatif
yah kena prank,negatif
banyak bener stiker,positif
trilion onic,positif
tertawatertawaw tidak muntidakin cuma modal dor dor main m tertawatertawa,negatif
alter ego juara suapaya engood tidakmea aja menang raja baru,negatif
alter ego time,negatif
udah onic sih,negatif
yok double champion onic id,netral
alter ego jt lawan,negatif
sini gua onic juta,negatif
googo rrq,netral
alter ego menang,negatif
penting punya msc,positif
onic,positif
ayo pasep,positif
onic,positif
rrq m let s go,netral
iphone pro pilihan terbaikmu,positif
alter ego jt,negatif
bismillah onic,netral
onic woman dancing,netral
ayoo alter ego bisaa,negatif
ikn,positif
letsgo alter ego,negatif
goaa jarintidakn yaa,netral
gogo alterigo,netral
epos,negatif
petidakng alter ego jt ayo siapa lawan,negatif
lama ah mobile legendss,negatif
salah pilih lokasi playoff,negatif
air air apa tidak masuk po,negatif
gc,positif
oneii,positif
yok yok alter ego juara go go goo,netral
viva ererqiu,netral
rrq main sctv main film jdul nya badut mpl,netral
onic cc cc,netral
tidakyakin onic menang,negatif
bantu ketik,netral
kapan dah main yah,netral
kiboyy,positif
bismillah onic juara yaallah,positif
bude clara,netral
anak alter ego tidak duit,negatif
alter ego onic goo,netral
sejarah baru alter ego,netral
rrq nih bos,netral
gua dukung semuanya siapapun menang antidakat kepala kalian buktikan kalian pantas jadi pejuang m kalah this is not the end raihlah piala m region indo senantidakt,positif
akankah piala onic piala pertama alter ego,netral
epos paling sering face with tears of joy face with tears of joy face with tears of joy,netral
alter ego mode play off,netral
alter ego juara,positif
pas timnya kalah ngilang pastituh taruhan tertawa,negatif
dilema mau dukung onic alter ego suka semuanya melting face,negatif
evos ayam,negatif
jt onic,netral
yuk bs yok,netral
luthpii,positif
rb onic nih lawan,netral
punya msc rrq punya apa,negatif
goa jarintidakn,netral
onic juara mpl,positif
jt alter ego,negatif
alter ego jt,negatif
dukung menang,positif
tidakss onic juta sini gw tampung,negatif
onic badut terus tim kalah onic apa dong,negatif
piala m udah kantongin rrq boss cat with tears of joy cat with tears of joy cat with tears of joy,netral
duelan alter egovsonic w onic jt,netral
alter ego kali aja folded hands folded hands folded hands,negatif
sampah semua komenan mpl id face with tears of joy,negatif
terlalu banyak iklan,negatif
aku mau alter ego menang,positif
apa hubuntidakn masuk m sama tidak lolos playoff bocil fomo,negatif
berarti hijume kali final yak,positif
gelo geloo,negatif
toxic hei,negatif
elbowcough,positif
purnomo badut rrq love you gesture money mouth face,netral
bismillah alter ego juara allah,positif
tolongs kasih alter ego dong piala nya onic,negatif
ban lapu,negatif
onic punya msc rrq punya apa,netral
sanzz,positif
hidup jokowii,positif
haii,negatif
baru dateng,netral
kasih alter ego meang,negatif
onic gogogo ghost,negatif
tidakss juta onic,negatif
rrq udh nungood tidakmeu final m,netral
onik juara skyler ntidakntidaket piala mpl trophy yellow smiling,netral
rrq main jam berapa sih bertanya dentidakn nada tingood tidakmei,netral
tandain gw onic alter ego,negatif
juara baru let go alter ego,positif
my kairi face with tongue backhand index pointing up,netral
hedgehog,negatif
allah semotidak bang ler juara pertama nya tim onic juara m amin,positif
rrq badut mpl,negatif
kata ererqi alter ego tidakda tidakmeplay,negatif
alter ego,negatif
